interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
13788,neurotrophic receptor tyrosine kinase 3,,NTRK3,Q16288,ENSG00000140538,,,,,,,Human,RIPK1 inhibitor 22b,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30480444
13789,neurotrophic receptor tyrosine kinase 3,,NTRK3,Q16288,ENSG00000140538,,,,,,,Human,TPX-0005,,,,,Inhibitor,Inhibition,IC50 for TRKCG623R is 4.5 nM.,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30093503
13790,neurotrophic receptor tyrosine kinase 3,,NTRK3,Q16288,ENSG00000140538,,,,,,,Human,neurotrophin-3,,NTF3,Human,,None,None,,Non-selective,t,,,-,,,,,,,,,,,,
13791,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,candoxatril,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,-,,,,-,,,,=,,,,
13792,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,candoxatrilat,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,10669559
13793,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,compound 1a [PMID: 25692029],,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,25692029|11585456
13794,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,compound 1b [PMID: 18078750],,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,18078750
13795,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,daglutril,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,-,,,,-,,,,=,,,,
13796,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,fasidotril,,,,,Inhibitor,Inhibition,,,f,,,-,,,,,,,,,,,,
13797,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,fasidotrilat,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,16789889
13798,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,KC-12615,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22480516
13799,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,sacubitrilat,,,,,Inhibitor,Inhibition,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,
13800,Neutral endopeptidase,,MME,P08473,ENSG00000196549,,,,,,,Human,thiorphan,,,,,Inhibitor,Inhibition,,Selective,f,,,-,,,,-,,,,=,,,,
13801,nicotinic acetylcholine receptor α10 subunit,,CHRNA10,Q9GZZ6,ENSG00000129749,,,,,,,Human,α-bungarotoxin,,,,,Antagonist,Antagonist,α9α10,Selective,f,f,,-,,,,-,,,,=,,,,
13802,nicotinic acetylcholine receptor α10 subunit,,CHRNA10,Q9GZZ6,ENSG00000129749,,,,,,,Human,α-conotoxin RgIA,,,,,Antagonist,Antagonist,α9α10,Selective,f,f,,-,,,,-,,,,=,,,,
13803,nicotinic acetylcholine receptor α10 subunit,,CHRNA10,Q9GZZ6,ENSG00000129749,,,,,,,Human,muscarine,,,,,Antagonist,Antagonist,α9α10,Selective,f,f,,-,,,,-,,,,=,,,,
13804,nicotinic acetylcholine receptor α10 subunit,,CHRNA10,Q9GZZ6,ENSG00000129749,,,,,,,Human,nicotine,,,,,Antagonist,Antagonist,α9α10,Selective,f,f,,-,,,,-,,,,=,,,,
13805,nicotinic acetylcholine receptor α10 subunit,,CHRNA10,Q9GZZ6,ENSG00000129749,,,,,,,Human,RgIA4,,,,,Antagonist,Antagonist,α9α10,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,28223528
13806,nicotinic acetylcholine receptor α10 subunit,,Chrna10,Q9JLB5,ENSRNOG00000020293,,,,,,,Rat,RgIA4,,,,,Antagonist,Antagonist,α9α10,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,28223528
13807,nicotinic acetylcholine receptor α10 subunit,,CHRNA10,Q9GZZ6,ENSG00000129749,,,,,,,Human,strychnine,,,,,Antagonist,Antagonist,α9α10,Selective,f,f,,-,,,,-,,,,=,,,,
13808,nicotinic acetylcholine receptor α10 subunit,,CHRNA10,Q9GZZ6,ENSG00000129749,,,,,,,Human,[3H]methyllycaconitine,,,,,Antagonist,Antagonist,α9α10,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13809,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,succinylcholine,,,,,Agonist,Full agonist,selective for (α1)2β1γδ,Selective,f,t,,-,,,,-,,,,=,,,,
13810,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,α-bungarotoxin,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13811,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,α-conotoxin GI,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13812,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,α-conotoxin MI,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13813,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,atracurium,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Antagonism of ACh activation of α1β1εδ nACh receptors expressed in Xenopus oocytes.,,,16931985
13814,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,pancuronium,,,,,Antagonist,Antagonist,,Selective,f,t,,-,,,,-,,,,=,,,,
13815,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,[125I]α-bungarotoxin,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13816,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,[3H]α-bungarotoxin,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13817,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,waglerin-1,,,,,Antagonist,Antagonist,selective for (α1)2β1δε,Selective,f,f,,-,,,,-,,,,=,,,,
13818,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,gallamine,,,,,Channel blocker,None,(α1)2β1γδ and (α1)2β1δε,Not Determined,f,f,,pIC50,,,,IC50,,,,~,,,,
13819,nicotinic acetylcholine receptor α1 subunit,,CHRNA1,P02708,ENSG00000138435,,,,,,,Human,mecamylamine,,,,,Channel blocker,None,(α1)2β1δε,Non-selective,f,f,,pIC50,,,,IC50,,,,~,,,,
13820,nicotinic acetylcholine receptor α2 subunit,,Chrna2,P12389,ENSRNOG00000017424,,,,,,,Rat,[125I]epibatidine,,,,,Agonist,Full agonist,α2β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13821,nicotinic acetylcholine receptor α2 subunit,,Chrna2,P12389,ENSRNOG00000017424,,,,,,,Rat,[125I]epibatidine,,,,,Agonist,Full agonist,α2β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13822,nicotinic acetylcholine receptor α2 subunit,,CHRNA2,Q15822,ENSG00000120903,,,,,,,Human,[125I]epibatidine,,,,,Agonist,Full agonist,α2β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13823,nicotinic acetylcholine receptor α2 subunit,,CHRNA2,Q15822,ENSG00000120903,,,,,,,Human,[3H]cytisine,,,,,Agonist,Full agonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,
13824,nicotinic acetylcholine receptor α2 subunit,,Chrna2,P12389,ENSRNOG00000017424,,,,,,,Rat,[3H]epibatidine,,,,,Agonist,Full agonist,α2β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13825,nicotinic acetylcholine receptor α2 subunit,,CHRNA2,Q15822,ENSG00000120903,,,,,,,Human,[3H]epibatidine,,,,,Agonist,Full agonist,α2β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13826,nicotinic acetylcholine receptor α2 subunit,,Chrna2,P12389,ENSRNOG00000017424,,,,,,,Rat,[3H]epibatidine,,,,,Agonist,Full agonist,α2β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13827,nicotinic acetylcholine receptor α2 subunit,,CHRNA2,Q15822,ENSG00000120903,,,,,,,Human,CP-601927,,,,,Agonist,Partial agonist,,Selective,f,t,,pKi,,,,Ki,,,,=,Measured against α2β4 nAchRs- species not identified.,,,21566524
13828,nicotinic acetylcholine receptor α2 subunit,,CHRNA2,Q15822,ENSG00000120903,,,,,,,Human,LY2087101,,,,,Allosteric modulator,Positive,,Non-selective,f,f,,-,,,,-,,,,=,,,,16738207
13829,nicotinic acetylcholine receptor α2 subunit,,CHRNA2,Q15822,ENSG00000120903,,,,,,,Human,hexamethonium,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
13830,nicotinic acetylcholine receptor α2 subunit,,CHRNA2,Q15822,ENSG00000120903,,,,,,,Human,mecamylamine,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
13831,nicotinic acetylcholine receptor α3 subunit,,Chrna3,P04757,ENSRNOG00000013829,,,,,,,Rat,[125I]epibatidine,,,,,Agonist,Full agonist,α3β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13832,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,[125I]epibatidine,,,,,Agonist,Full agonist,α3β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13833,nicotinic acetylcholine receptor α3 subunit,,Chrna3,P04757,ENSRNOG00000013829,,,,,,,Rat,[125I]epibatidine,,,,,Agonist,Full agonist,α3β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13834,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,[125I]epibatidine,,,,,Agonist,Full agonist,α3β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13835,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,[3H]cytisine,,,,,Agonist,Full agonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,
13836,nicotinic acetylcholine receptor α3 subunit,,Chrna3,P04757,ENSRNOG00000013829,,,,,,,Rat,[3H]epibatidine,,,,,Agonist,Full agonist,α3β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13837,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,[3H]epibatidine,,,,,Agonist,Full agonist,α3β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13838,nicotinic acetylcholine receptor α3 subunit,,Chrna3,P04757,ENSRNOG00000013829,,,,,,,Rat,[3H]epibatidine,,,,,Agonist,Full agonist,α3β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13839,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,[3H]epibatidine,,,,,Agonist,Full agonist,α3β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13840,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,α-conotoxin AuIB,,,,,Antagonist,Antagonist,α3β4,Selective,f,f,,-,,,,-,,,,=,,,,
13841,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,α-conotoxin-GIC,,,,,Antagonist,Antagonist,α3β2,Selective,f,f,,-,,,,-,,,,=,,,,
13842,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,α-conotoxin MII,,,,,Antagonist,Antagonist,α3β2,Selective,f,f,,-,,,,-,,,,=,,,,
13843,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,α-conotoxin PnIA,,,,,Antagonist,Antagonist,α3β2,Selective,f,f,,-,,,,-,,,,=,,,,
13844,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,α-conotoxin TxIA,,,,,Antagonist,Antagonist,α3β2,Selective,f,f,,-,,,,-,,,,=,,,,
13845,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,atracurium,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,"Antagonism of ACh activation of human α3β2 or α3β4 nACh receptors expressed in Xenopus oocytes, at different ACh concentrations.",,,16931985
13846,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,A-867744,,,,,Channel blocker,None,α3β4,Non-selective,f,f,,-,,,,-,,,,=,,,,19389923
13847,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,hexamethonium,,,,,Channel blocker,None,α3β4,Non-selective,f,f,,-,,,,-,,,,=,,,,
13848,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,hexamethonium,,,,,Channel blocker,None,α3β2,Non-selective,f,f,,-,,,,-,,,,=,,,,
13849,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,mecamylamine,,,,,Channel blocker,None,α3β4,Non-selective,f,t,,pIC50,,,,IC50,,,,=,,,,
13850,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,mecamylamine,,,,,Channel blocker,None,α3β2,Non-selective,f,t,,pIC50,,,,IC50,,,,=,,,,
13851,nicotinic acetylcholine receptor α3 subunit,,CHRNA3,P32297,ENSG00000080644,,,,,,,Human,NS1738,,,,,Channel blocker,None,α3β4,Non-selective,f,f,,-,,,,-,,,,=,,,,17625074
13852,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,rivanicline,,,,,Agonist,Agonist,,Selective,f,f,,pKi,,,,Ki,,,,~,Binding affinity for the α4β2 nicotinic acetylcholine receptor.,,,14698195
13853,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,rivanicline,,,,,Agonist,Agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,8968366
13854,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,varenicline,,,,,Agonist,Agonist,,Selective,f,t,,pKi,,,,Ki,,,,=,Binding affinity to human nicotinic acetylcholine receptor α4β2 expressed in IMR32 cells using [3H]epibatidine radioligand.,,,16171993
13855,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,[125I]epibatidine,,,,,Agonist,Full agonist,α4β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13856,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,[125I]epibatidine,,,,,Agonist,Full agonist,α4β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13857,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,[125I]epibatidine,,,,,Agonist,Full agonist,α4β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13858,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,[125I]epibatidine,,,,,Agonist,Full agonist,α4β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13859,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,[3H]cytisine,,,,,Agonist,Full agonist,α4β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13860,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,[3H]cytisine,,,,,Agonist,Full agonist,α4β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13861,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,[3H]cytisine,,,,,Agonist,Full agonist,α4β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13862,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,[3H]epibatidine,,,,,Agonist,Full agonist,α4β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13863,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,[3H]epibatidine,,,,,Agonist,Full agonist,α4β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13864,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,[3H]epibatidine,,,,,Agonist,Full agonist,α4β4,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13865,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,[3H]epibatidine,,,,,Agonist,Full agonist,α4β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13866,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,[3H]nicotine,,,,,Agonist,Full agonist,α4β2,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13867,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,TC-2559,,,,,Agonist,Full agonist,α4β2,Selective,f,f,,-,,,,-,,,,=,,,,12871651
13868,nicotinic acetylcholine receptor α4 subunit,,Chrna4,P09483,ENSRNOG00000011202,,,,,,,Rat,tebanicline,,,,,Agonist,Partial agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9580626
13869,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,LY2087101,,,,,Allosteric modulator,Positive,potentiates α4β2 and α4β4,Non-selective,f,f,,-,,,,-,,,,=,,,,16738207
13870,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,NS9283,,,,,Allosteric modulator,Positive,α4β2 and α4β4,Selective,f,f,,-,,,,-,,,,=,,,,21763685
13871,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,atracurium,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,"Antagonism of ACh activation of human α4β2 nACh receptors expressed in Xenopus oocytes, at different ACh concentrations.",,,16931985
13872,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,A-867744,,,,,Channel blocker,None,α4β2,Non-selective,f,f,,-,,,,-,,,,=,,,,19389923
13873,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,hexamethonium,,,,,Channel blocker,None,α4β4,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
13874,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,hexamethonium,,,,,Channel blocker,None,α4β2,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
13875,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,mecamylamine,,,,,Channel blocker,None,α4β2,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
13876,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,mecamylamine,,,,,Channel blocker,None,α4β4,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
13877,nicotinic acetylcholine receptor α4 subunit,,CHRNA4,P43681,ENSG00000101204,,,,,,,Human,NS1738,,,,,Channel blocker,None,α4β2,Non-selective,f,f,,-,,,,-,,,,=,,,,17625074
13878,nicotinic acetylcholine receptor α5 subunit,,CHRNA5,P30532,ENSG00000169684,,,,,,,Human,α-conotoxin-GIC,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13879,nicotinic acetylcholine receptor α5 subunit,,CHRNA5,P30532,ENSG00000169684,,,,,,,Human,α-conotoxin MII,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13880,nicotinic acetylcholine receptor α5 subunit,,CHRNA5,P30532,ENSG00000169684,,,,,,,Human,α-conotoxin PnIA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13881,nicotinic acetylcholine receptor α5 subunit,,CHRNA5,P30532,ENSG00000169684,,,,,,,Human,α-conotoxin TxIA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,,,
13882,nicotinic acetylcholine receptor α6 subunit,,,,,,,,,,,Chicken,[3H]epibatidine,,,,,Agonist,Full agonist,native α6β4*,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13883,nicotinic acetylcholine receptor α6 subunit,,CHRNA6,Q15825,ENSG00000147434,,,,,,,Human,α-conotoxin MII,,,,,Antagonist,Antagonist,α6β2*,Selective,f,f,,-,,,,-,,,,=,,,,
13884,nicotinic acetylcholine receptor α6 subunit,,CHRNA6,Q15825,ENSG00000147434,,,,,,,Human,"α-conotoxin MII [H9A, L15A]",,,,,Antagonist,Antagonist,α6β2β3,Selective,f,f,,-,,,,-,,,,=,,,,
13885,nicotinic acetylcholine receptor α6 subunit,,CHRNA6,Q15825,ENSG00000147434,,,,,,,Human,α-conotoxin PIA,,,,,Antagonist,Antagonist,α6/α3β2β3 chimera,Selective,f,f,,-,,,,-,,,,=,,,,
13886,nicotinic acetylcholine receptor α6 subunit,,CHRNA6,Q15825,ENSG00000147434,,,,,,,Human,[125I]α-conotoxin MII,,,,,Antagonist,Antagonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,
13887,nicotinic acetylcholine receptor α6 subunit,,CHRNA6,Q15825,ENSG00000147434,,,,,,,Human,hexamethonium,,,,,Channel blocker,None,α6/α3β2β3 chimera,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
13888,nicotinic acetylcholine receptor α6 subunit,,CHRNA6,Q15825,ENSG00000147434,,,,,,,Human,mecamylamine,,,,,Channel blocker,None,α6/α3β2β3 chimera,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
13889,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,AQW051,,,,,Agonist,Agonist,[125I]α- bungarotoxin binding assay,Selective,f,f,,pKi,,,,Ki,,,,=,,,,
13890,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,4BP-TQS,,,,,Agonist,Full agonist,allosteric,Selective,f,f,,-,,,,-,,,,=,,,,21436053
13891,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,A-582941,,,,,Agonist,Full agonist,(α7)5,Selective,f,f,,-,,,,-,,,,=,,,,17898229
13892,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,AZD0328,,,,,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,21919481
13893,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,bradanicline,,,,,Agonist,Full agonist,(α7)5,Selective,f,f,,-,,,,-,,,,=,,,,19482012
13894,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,PHA-543613,,,,,Agonist,Full agonist,(α7)5,Selective,f,f,,-,,,,-,,,,=,,,,16821801
13895,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,PHA-709829,,,,,Agonist,Full agonist,(α7)5,Selective,f,f,,-,,,,-,,,,=,,,,18490160
13896,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,PNU-282987,,,,,Agonist,Full agonist,(α7)5,Selective,f,f,,-,,,,-,,,,=,,,,15715459
13897,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,PSAB-OFP,,,,,Agonist,Full agonist,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,12354563
13898,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,[3H]A-585539,,,,,Agonist,Full agonist,native α7,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,17959745
13899,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,[3H]AZ11637326,,,,,Agonist,Full agonist,(α7)5,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,20674564
13900,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,[3H]epibatidine,,,,,Agonist,Full agonist,(α7)5,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
13901,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,encenicline,,,,,Agonist,Partial agonist,,Selective,f,t,,pKi,,,,Ki,,,,=,,,,15293871|21919481
13902,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,A-867744,,,,,Allosteric modulator,Positive,(α7)5:Type 2; also blocks α3β4 and α4β2,Non-selective,f,f,,-,,,,-,,,,=,,,,19389923
13903,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,ivermectin,,,,,Allosteric modulator,Positive,,Not Determined,f,f,,pEC50,,,,EC50,,,,=,,,,9463487
13904,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,JNJ1930942,,,,,Allosteric modulator,Positive,(α7)5:Type 1/2,Selective,f,f,,-,,,,-,,,,=,,,,21084390
13905,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,LY2087101,,,,,Allosteric modulator,Positive,(α7)5:Type 1,Non-selective,f,f,,-,,,,-,,,,=,,,,16738207
13906,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,NS1738,,,,,Allosteric modulator,Positive,(α7)5:Type 1; also blocks α3β4 and α4β2,Non-selective,f,f,,-,,,,-,,,,=,,,,17625074
13907,nicotinic acetylcholine receptor α7 subunit,,CHRNA7,P36544,ENSG00000175344,,,,,,,Human,PNU-120596,,,,,Allosteric modulator,Positive,(α7)5:Type 2,Selective,f,f,,-,,,,-,,,,=,,,,15858066
