ligand;target;endogenous;ligand_species;target_species;pubmed_id;action
compound 5b [PMID: 16686537];proteasome 20S subunit beta 5;f;;Human;16686537;Inhibition
ixazomib;proteasome 20S subunit beta 5;f;;Human;20160034;Inhibition
KZR-616;proteasome 20S subunit beta 5;f;;Human;30380863;Inhibition
oprozomib;proteasome 20S subunit beta 5;f;;Human;22978849|19348473;Inhibition
HT1042;proteasome 20S subunit beta 8;f;;Human;24900849;Inhibition
KZR-616;proteasome 20S subunit beta 8;f;;Human;30380863;Inhibition
KZR-616;proteasome 20S subunit beta 8;f;;Mouse;30380863;Inhibition
ONX-0914;proteasome 20S subunit beta 8;f;;Human;19525961;Inhibition
KZR-616;proteasome 20S subunit beta 9;f;;Mouse;30380863;Inhibition
KZR-616;proteasome 20S subunit beta 9;f;;Human;30380863;Inhibition
AMI-1;protein arginine methyltransferase 1 ;f;;Human;15056663;Inhibition
C21;protein arginine methyltransferase 1 ;f;;Human;21838253;Inhibition
MS023;protein arginine methyltransferase 1 ;f;;Human;;Inhibition
RM65;protein arginine methyltransferase 1 ;f;;Human;17570663;Inhibition
SGC707;protein arginine methyltransferase 3;f;;Human;25728001;Negative
compound 1 [PMID: 22795084];protein arginine methyltransferase 3;f;;Human;22795084;Inhibition
MS023;protein arginine methyltransferase 3;f;;Human;;Inhibition
cmp5 [PMID: 25742700];protein arginine methyltransferase 5 ;f;;Human;25742700;Inhibition
DS-437;protein arginine methyltransferase 5 ;f;;Human;25893041;Inhibition
EPZ015666;protein arginine methyltransferase 5 ;f;;Human;;Inhibition
GSK591;protein arginine methyltransferase 5 ;f;;Human;;Inhibition
LLY-283;protein arginine methyltransferase 5 ;f;;Human;;Inhibition
C21;protein arginine methyltransferase 6;f;;Human;21838253;Inhibition
EPZ020411;protein arginine methyltransferase 6;f;;Human;26101569;Inhibition
MS023;protein arginine methyltransferase 6;f;;Human;;Inhibition
MS023;protein arginine methyltransferase 6;f;;Human;;Inhibition
MS049;protein arginine methyltransferase 6;f;;Human;27584694;Inhibition
MS049;protein arginine methyltransferase 6;f;;Human;27584694;Inhibition
DS-437;protein arginine methyltransferase 7 ;f;;Human;25893041;Inhibition
MS023;protein arginine methyltransferase 8;f;;Human;;Inhibition
MS049;protein arginine methyltransferase 8;f;;Human;27584694;Inhibition
azapro-3;proteinase 3;f;;Human;22209715;Inhibition
compound 11 [PMID: 29442501];proteinase 3;f;;Human;29442501;Inhibition
compound 4g [PMID: 22595175];proteinase 3;f;;Human;22595175;Inhibition
compound 37 [PMID: 24418773];protein C, inactivator of coagulation factors Va and VIIIa;f;;Human;24418773;Inhibition
N6 benzyl-cAMP;protein kinase A;f;;Human;12819211;Activation
Sp-cAMPS;protein kinase A;f;;None;;Activation
[3H]cAMP;protein kinase A;f;;Human;;Activation
7-hydroxystaurosporine;protein kinase A;f;;Rat;15486189;Inhibition
balanol;protein kinase A;f;;Rat;8978850;Inhibition
BX-795;protein kinase A;f;;Human;15772071;Inhibition
BX-912;protein kinase A;f;;Human;15772071;Inhibition
chelerythrine;protein kinase A;f;;Human;18077363;Inhibition
compound 1 [PMID: 20005102];protein kinase A;f;;Human;20005102;Inhibition
compound 1 [PMID: 21742770];protein kinase A;f;;Human;23256033;Inhibition
compound 33 [PMID: 19364658];protein kinase A;f;;Human;19364658;Inhibition
compound E22 [PMID: 31298542];protein kinase A;f;;Human;31298542;Inhibition
myr-PKI;protein kinase A;f;;None;;Inhibition
Rp-cAMPS;protein kinase A;f;;Human;;Inhibition
MT47-100;protein kinase AMP-activated non-catalytic subunit beta 1;f;;Human;26091167;Activation
MT47-100;protein kinase AMP-activated non-catalytic subunit beta 2;f;;Human;26091167;Negative
ingenol mebutate;protein kinase C alpha;f;;Human;15126366;Activation
RasGRP activator 1;protein kinase C alpha;f;;Human;24794745;Binding
7-hydroxystaurosporine;protein kinase C alpha;f;;Human;8022414;Inhibition
balanol;protein kinase C alpha;f;;Human;8978850;Inhibition
enzastaurin;protein kinase C alpha;f;;Human;12749884;Inhibition
GF109203X;protein kinase C alpha;f;;Bovine;1874734;Inhibition
Gö 6976;protein kinase C alpha;f;;Human;8486620;Inhibition
Gö 6983;protein kinase C alpha;f;;Human;8772178;Inhibition
LXS196;protein kinase C alpha;f;;Human;;Inhibition
Ro-32-0432;protein kinase C alpha;f;;Bovine;8114006|8373348;Inhibition
ruboxistaurin;protein kinase C alpha;f;;Human;15380221;Inhibition
sotrastaurin;protein kinase C alpha;f;;Human;19827831;Inhibition
GSK690693;protein kinase, cAMP-dependent, catalytic, alpha subunit;f;;Human;22037378;Inhibition
H-89;protein kinase, cAMP-dependent, catalytic, alpha subunit;f;;Human;2156866;Inhibition
ripasudil;protein kinase, cAMP-dependent, catalytic, alpha subunit;f;;Human;24502505;Inhibition
GSK690693;protein kinase, cAMP-dependent, catalytic, beta subunit;f;;Human;22037378;Inhibition
staurosporine;protein kinase, cAMP-dependent, catalytic, beta subunit;f;;Human;21435888;Inhibition
ingenol mebutate;protein kinase C beta;f;;Human;15126366;Activation
7-hydroxystaurosporine;protein kinase C beta;f;;Human;8022414;Inhibition
balanol;protein kinase C beta;f;;Human;8978850;Inhibition
bisindolylmaleimide IV;protein kinase C beta;f;;Human;15380221;Inhibition
CGP53353;protein kinase C beta;f;;Human;9121494;Inhibition
enzastaurin;protein kinase C beta;f;;Human;12749884;Inhibition
GF109203X;protein kinase C beta;f;;Bovine;1874734;Inhibition
Gö 6983;protein kinase C beta;f;;Human;8772178;Inhibition
PKCbeta inhibitor;protein kinase C beta;f;;Human;15380221;Inhibition
Ro-32-0432;protein kinase C beta;f;;Bovine;8114006|8373348;Inhibition
ruboxistaurin;protein kinase C beta;f;;Human;8709095;Inhibition
sotrastaurin;protein kinase C beta;f;;Human;19827831;Inhibition
ingenol mebutate;protein kinase C delta;f;;Human;15126366;Activation
7-hydroxystaurosporine;protein kinase C delta;f;;Human;8022414;Inhibition
balanol;protein kinase C delta;f;;Human;8978850;Inhibition
enzastaurin;protein kinase C delta;f;;Human;12749884;Inhibition
Gö 6983;protein kinase C delta;f;;Human;8772178;Inhibition
rottlerin;protein kinase C delta;f;;Human;8123051;Inhibition
ruboxistaurin;protein kinase C delta;f;;Human;8709095;Inhibition
sotrastaurin;protein kinase C delta;f;;Human;19827831;Inhibition
ingenol mebutate;protein kinase C epsilon;f;;Human;15126366;Activation
RasGRP activator 1;protein kinase C epsilon;f;;Human;24794745;Binding
7-hydroxystaurosporine;protein kinase C epsilon;f;;Human;8022414;Inhibition
balanol;protein kinase C epsilon;f;;Human;8978850;Inhibition
chelerythrine;protein kinase C epsilon;f;;Human;18077363;Inhibition
Ro-32-0432;protein kinase C epsilon;f;;Mouse;8114006|8373348;Inhibition
sotrastaurin;protein kinase C epsilon;f;;Human;19827831;Inhibition
Y27632;protein kinase C epsilon;f;;Human;20462760;Inhibition
balanol;protein kinase C eta;f;;Human;8978850;Inhibition
sotrastaurin;protein kinase C eta;f;;Human;19827831;Inhibition
ingenol mebutate;protein kinase C gamma;f;;Human;15126366;Activation
7-hydroxystaurosporine;protein kinase C gamma;f;;Human;8022414;Inhibition
balanol;protein kinase C gamma;f;;Human;8978850;Inhibition
enzastaurin;protein kinase C gamma;f;;Human;12749884;Inhibition
GF109203X;protein kinase C gamma;f;;Bovine;1874734;Inhibition
Gö 6983;protein kinase C gamma;f;;Human;8772178;Inhibition
Ro-32-0432;protein kinase C gamma;f;;Bovine;8114006|8373348;Inhibition
ruboxistaurin;protein kinase C gamma;f;;Human;8709095;Inhibition
staurosporine;protein kinase C iota;f;;Human;17875639;Inhibition
compound 41 [PMID: 25000588];protein kinase C theta;f;;Human;25000588;Inhibition
GSK690693;protein kinase C theta;f;;Human;18800763;Inhibition
LXS196;protein kinase C theta;f;;Human;;Inhibition
PKCθ inhibitor 14;protein kinase C theta;f;;Human;27117263;Inhibition
sotrastaurin;protein kinase C theta;f;;Human;19827831;Inhibition
arachidonic acid;protein kinase C zeta;t;;Human;7744003;Activation
balanol;protein kinase C zeta;f;;Human;8978850;Inhibition
compound 3 [PMID: 19097791];protein kinase C zeta;f;;Human;19097791;Inhibition
Gö 6983;protein kinase C zeta;f;;Human;8772178;Inhibition
BPKDi;protein kinase D1;f;;Human;20018189;Inhibition
compound 13c [PMID: 20684591];protein kinase D1;f;;Human;20684591;Inhibition
CRT 0066101;protein kinase D1;f;;Human;20442301;Inhibition
Gö 6976;protein kinase D1;f;;Human;8772178;Inhibition
kb-NB142-70;protein kinase D1;f;;Human;21617763;Inhibition
NIK SMI1;protein kinase D1;f;;Human;29330524;Inhibition
BPKDi;protein kinase D2;f;;Human;20018189;Inhibition
CRT 0066101;protein kinase D2;f;;Human;20442301;Inhibition
BPKDi;protein kinase D3;f;;Human;20018189;Inhibition
CRT 0066101;protein kinase D3;f;;Human;20442301;Inhibition
AZD7648;protein kinase, DNA-activated, catalytic subunit;f;;Human;31851518;Inhibition
AZD7648;protein kinase, DNA-activated, catalytic subunit;f;;Human;31851518;Inhibition
compound 82 [PMID: 21332118];protein kinase, DNA-activated, catalytic subunit;f;;Human;21332118;Inhibition
DNA-PK inhibitor III;protein kinase, DNA-activated, catalytic subunit;f;;Mouse;22835870;Inhibition
DNA-PK inhibitor V;protein kinase, DNA-activated, catalytic subunit;f;;Human;17562705;Inhibition
KU-0060648;protein kinase, DNA-activated, catalytic subunit;f;;Human;23855836;Inhibition
NU-7026;protein kinase, DNA-activated, catalytic subunit;f;;Human;12941339;Inhibition
NU-7441;protein kinase, DNA-activated, catalytic subunit;f;;Human;15546735;Inhibition
peposertib;protein kinase, DNA-activated, catalytic subunit;f;;Human;;Inhibition
PI-103;protein kinase, DNA-activated, catalytic subunit;f;;Human;19584227;Inhibition
PIK-75;protein kinase, DNA-activated, catalytic subunit;f;;Human;16647110;Inhibition
PP121;protein kinase, DNA-activated, catalytic subunit;f;;Human;18849971;Inhibition
torin 2;protein kinase, DNA-activated, catalytic subunit;f;;Human;21322566;Inhibition
wortmannin;protein kinase, DNA-activated, catalytic subunit;f;;Human;22835870;Inhibition
GSK690693;Protein kinase G (PKG) 1;f;;Human;18800763;Inhibition
ipatasertib;Protein kinase G (PKG) 1;f;;Human;22934575;Inhibition
Rp-8-CPT-cGMPS;Protein kinase G (PKG) 1;f;;Human;7851503;Inhibition
compound 32 [PMID: 20471253];Protein kinase G (PKG) 2;f;;Human;20471253;Inhibition
PD166285;protein kinase, membrane associated tyrosine/threonine 1;f;;Human;11719452|22189141;Inhibition
compound 20 [PMID: 22136433];protein kinase N1;f;;Human;22136433;Inhibition
RKI-1447;protein kinase N1;f;;Human;23275831;Inhibition
staurosporine;protein kinase N1;f;;Human;19397322;Inhibition
tofacitinib;protein kinase N1;f;;Human;27572962;Inhibition
compound 32 [PMID: 20471253];protein kinase N2;f;;Human;20471253;Inhibition
Y27632;protein kinase N2;f;;Human;20462760;Inhibition
GSK690693;protein kinase X-linked;f;;Human;18800763;Inhibition
ABL127;protein phosphatase methylesterase 1;f;;Human;24997602;Inhibition
GSK2830371;protein phosphatase, Mg2+/Mn2+ dependent 1D;f;;Human;26358280;Inhibition
GSK2830371;protein phosphatase, Mg2+/Mn2+ dependent 1D;f;;Human;24390428;Inhibition
SL-176;protein phosphatase, Mg2+/Mn2+ dependent 1D;f;;Human;26358280;Inhibition
CEP-37440;protein tyrosine kinase 2;f;;Human;27527804;Inhibition
compound 30 [PMID: 23414845];protein tyrosine kinase 2;f;;Human;23414845;Inhibition
conteltinib;protein tyrosine kinase 2;f;;Human;;Inhibition
ENMD-2076;protein tyrosine kinase 2;f;;Human;19320489;Inhibition
NVP-TAE 226;protein tyrosine kinase 2;f;;Human;17219439|17431114;Inhibition
PF-562271;protein tyrosine kinase 2;f;;Human;18339875;Inhibition
VS-4718;protein tyrosine kinase 2;f;;Human;20234191;Inhibition
aloisine;protein tyrosine kinase 2 beta;f;;Human;22289061;Inhibition
conteltinib;protein tyrosine kinase 2 beta;f;;Human;;Inhibition
NVP-TAE 226;protein tyrosine kinase 2 beta;f;;Human;17431114;Inhibition
PF-562271;protein tyrosine kinase 2 beta;f;;Human;18339875;Inhibition
compound 19a [PMID: 21855335];protein tyrosine kinase 6;f;;Human;21855335;Inhibition
tilfrinib;protein tyrosine kinase 6;f;;Human;24650640;Inhibition
compound 7b [Haftchenary et al., 2013];protein tyrosine phosphatase non-receptor type 1;f;;Human;;Inhibition
HPN;protein tyrosine phosphatase non-receptor type 1;f;;Human;23364683;Inhibition
I-C11;protein tyrosine phosphatase non-receptor type 1;f;;Human;18056643;Inhibition
NC1;protein tyrosine phosphatase non-receptor type 1;f;;Human;30979725;Inhibition
trodusquemine;protein tyrosine phosphatase non-receptor type 1;f;;Human;20075852;Inhibition
compound 8a [PMID: 23713581];protein tyrosine phosphatase non-receptor type 22;f;;Human;23713581;Inhibition
I-C11;protein tyrosine phosphatase non-receptor type 22;f;;Human;18056643;Inhibition
I-C11;protein tyrosine phosphatase non-receptor type 22;f;;Human;18056643;Inhibition
NC1;protein tyrosine phosphatase non-receptor type 22;f;;Human;30979725;Inhibition
5-hydroxy-L-tryptophan;Proton-coupled Amino acid Transporter 1;f;;Human;16126914;Inhibition
5-hydroxytryptamine;Proton-coupled Amino acid Transporter 1;f;;Human;16126914;Inhibition
indole-3-propionic acid;Proton-coupled Amino acid Transporter 1;f;;Human;16126914;Inhibition
L-tryptophan;Proton-coupled Amino acid Transporter 1;f;;Human;16126914;Inhibition
5-hydroxy-L-tryptophan;Proton-coupled Amino acid Transporter 2;f;;Human;20691150;Inhibition
α-methyl-D,L-tryptophan;Proton-coupled Amino acid Transporter 2;f;;Human;20691150;Inhibition
indomethacin;Proton-coupled folate transporter;f;;Human;17129779;Inhibition
sulfasalazine;Proton-coupled folate transporter;f;;Human;17129779;Inhibition
[3H]folinic acid;Proton-coupled folate transporter;f;;Human;;Binding
[3H]N5-methylfolate;Proton-coupled folate transporter;f;;Human;;Binding
[3H]pemetrexed;Proton-coupled folate transporter;f;;Human;;Binding
[3H]folic acid;Proton-coupled folate transporter;f;;Human;;None
[3H]methotrexate;Proton-coupled folate transporter;f;;Human;;None
PrRP-20;PrRP receptor;t;Human;Human;11030716|12606605;Full agonist
PrRP-20;PrRP receptor;f;Rat;Human;11030716;Full agonist
PrRP-(24-31) (human);PrRP receptor;f;;Human;12606605;Full agonist
PrRP-31;PrRP receptor;f;Rat;Human;11030716;Full agonist
PrRP-31;PrRP receptor;t;Human;Human;11030716|12606605;Full agonist
PTHrP;PrRP receptor;t;Human;Human;;Full agonist
[125I]PrRP-20 (human);PrRP receptor;f;;Human;11030716;Full agonist
[125I]PrRP31;PrRP receptor;f;;Human;15752583;Full agonist
NPY-(18-36) (human, pig);PrRP receptor;f;;Human;12606605;Partial agonist
neuropeptide Y;PrRP receptor;t;Human|Mouse|Rat;Human;15885496;Antagonist
crizanlizumab;P-selectin (CD62);f;;Human;;Binding
bimosiamose;P-selectin (CD62);f;;Human;9544210;Binding
rivipansel;P-selectin (CD62);f;;Human;20508165;Binding
selectin P ligand;P-selectin (CD62);t;Human;Human;9829984;Binding
abaloparatide;PTH1 receptor;f;;Human;24078470;Agonist
[Ala1,12,Aib3,Gln10,hArg11,Trp14,Arg19]PTH-(1-21)-NH2 (human);PTH1 receptor;f;;Human;18946036;Full agonist
[Ala1,12,Aib3,Gln10,hArg11,Trp14,Arg19]PTH-(1-28)-NH2 (human);PTH1 receptor;f;;Human;18946036;Full agonist
[Ala1,12,Aib3,Gln10,hArg11,Trp14,Arg19]PTH-(1-34)-NH2;PTH1 receptor;f;;Human;18946036;Full agonist
[Ala1,12,Aib3,Gln10,hArg11,Trp14]PTH-(1-14)-NH2;PTH1 receptor;f;;Human;18946036;Full agonist
[Arg19]PTH-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
[His5,Arg19]PTH-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
[His5]PTH-(1-34) (human);PTH1 receptor;f;;Human;8702701;Full agonist
[His5]PTH-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
[Ile5,Glu19]PTHrP-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
[Ile5,Glu19,Val21]PTHrP-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
[Ile5]PTHrP-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
[Ile5]PTHrP-(1-36) (human);PTH1 receptor;f;;Human;8702701;Full agonist
[Ile5,Trp23]PTHrP-(1-36) (human);PTH1 receptor;f;;Human;8702701|10537121;Full agonist
[Ile5,Trp23]PTHrP-(2-36) (human);PTH1 receptor;f;;Human;10537121;Full agonist
[Ile5,Trp23]PTHrP-(3-36) (human);PTH1 receptor;f;;Human;10537121;Full agonist
[Ile5,Trp23]PTHrP-(4-36) (human);PTH1 receptor;f;;Human;10537121;Full agonist
[Ile5,Trp23,Tyr36]PTHrP-(1-36)-NH2 (human);PTH1 receptor;f;;Human;9360953;Full agonist
[Ile5,Val21]PTHrP-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
[Nle8,18,Tyr34]PTH-(1-34)-NH2 (bovine);PTH1 receptor;f;;Rat;8662729;Full agonist
[Nle8,18,Tyr34]PTH-(3-34)-NH2 (bovine);PTH1 receptor;f;;Rat;8662729;Full agonist
[Phe23]PTH-(1-34) (human);PTH1 receptor;f;;Human;8702701;Full agonist
PTH-(1-34) (rat);PTH1 receptor;f;;Human;10537121;Full agonist
PTHrP-(1-20)/TIP-(23-39) (human);PTH1 receptor;f;;Human;11159842;Full agonist
PTHrP-(1-21)/PTH-(22-34) (human);PTH1 receptor;f;;Human;8702701;Full agonist
PTHrP-(1-34) (human);PTH1 receptor;f;;Rat;7896796;Full agonist
PTHrP-(1-36);PTH1 receptor;t;Human;Human;8702701;Full agonist
[125I][Nle8,21,Tyr34]PTH-(1-34)-NH2 (rat);PTH1 receptor;f;;Human;9360953;Full agonist
teriparatide;PTH1 receptor;f;;Human;8702701;Full agonist
teriparatide;PTH1 receptor;f;;Rat;7896796;Full agonist
[Trp23]PTHrP-(1-36) (human);PTH1 receptor;f;;Human;8702701;Full agonist
[Trp23,Tyr36]PTHrP-(1-36)-NH2 (human);PTH1 receptor;f;;Human;9360953;Full agonist
[Tyr34]PTH-(1-34) (human);PTH1 receptor;f;;Human;11159842;Full agonist
[Tyr34]PTH-(1-34)-NH2 (human);PTH1 receptor;f;;Rat;8662729;Full agonist
[Tyr34]PTH-(3-34)-NH2 (human);PTH1 receptor;f;;Rat;8662729;Full agonist
[Tyr36]-PTHrP-(1-36) amide (human);PTH1 receptor;f;;Human;11159842;Full agonist
[D-Trp12,Tyr34]PTH-(7-34) (bovine);PTH1 receptor;f;;Human;11046116;Antagonist
[Ile5,Trp23]PTHrP-(5-36);PTH1 receptor;f;;Human;10537121;Antagonist
PTHrP-(7-34) (human, rat, mouse);PTH1 receptor;f;;Human;11046116;Antagonist
TIP39;PTH1 receptor;t;Bovine|Human;Human;11159842|10854439;Antagonist
TIP39-(3-39) (human/bovine);PTH1 receptor;f;;Human;11159842;Antagonist
TIP39-(7-39) (human/bovine);PTH1 receptor;f;;Human;11046116;Antagonist
TIP39-(9-39) (human/bovine);PTH1 receptor;f;;Human;11159842;Antagonist
[His5]PTH-(1-34) (human);PTH2 receptor;f;;Human;8702701;Full agonist
[Ile5]PTHrP-(1-36);PTH2 receptor;f;;Human;11602681;Full agonist
[Ile5,Trp23]PTHrP-(1-36) (human);PTH2 receptor;f;;Human;8702701|10537121;Full agonist
[Ile5,Trp23]PTHrP-(2-36) (human);PTH2 receptor;f;;Human;10537121;Full agonist
[Ile5,Trp23]PTHrP-(3-36) (human);PTH2 receptor;f;;Human;10537121;Full agonist
[Ile5,Trp23]PTHrP-(4-36) (human);PTH2 receptor;f;;Human;10537121;Full agonist
[Ile5,Trp23]PTHrP-(5-36) (human);PTH2 receptor;f;;Human;10537121;Full agonist
[Ile5,Trp23,Tyr36]PTHrP-(1-36)-NH2 (human);PTH2 receptor;f;;Human;9360953;Full agonist
[Phe23]PTH-(1-34) (human);PTH2 receptor;f;;Human;8702701;Full agonist
PTH-(1-34) (rat);PTH2 receptor;f;;Rat;11602681;Full agonist
PTH-(1-34) (rat);PTH2 receptor;f;;Human;10537121|10854439|11602681;Full agonist
PTHrP-(1-34) (human);PTH2 receptor;t;;Rat;11602681;Full agonist
PTHrP-(1-34) (human);PTH2 receptor;t;;Human;11602681;Full agonist
PTHrP-(1-36);PTH2 receptor;t;Human;Human;8702701;Full agonist
[125I][Nle8,21,Tyr34]PTH-(1-34)-NH2 (rat);PTH2 receptor;f;;Human;9360953;Full agonist
teriparatide;PTH2 receptor;f;;Human;8702701|11602681;Full agonist
teriparatide;PTH2 receptor;f;;Rat;11602681;Full agonist
TIP39;PTH2 receptor;f;Mouse|Rat;Human;11602681;Full agonist
TIP39;PTH2 receptor;f;Bovine|Human;Rat;11602681;Full agonist
TIP39;PTH2 receptor;f;Bovine|Human;Human;10854439|11602681;Full agonist
TIP39;PTH2 receptor;t;Mouse|Rat;Rat;11602681;Full agonist
[Trp23]PTHrP-(1-36) (human);PTH2 receptor;f;;Human;8702701;Full agonist
[Trp23,Tyr36]PTHrP-(1-36)-NH2 (human);PTH2 receptor;f;;Human;9360953;Full agonist
[D-Trp12]PTH-(7-34) (bovine);PTH2 receptor;f;;Rat;11602681;Antagonist
[D-Trp12]PTH-(7-34) (bovine);PTH2 receptor;f;;Human;11602681;Antagonist
[D-Trp12,Tyr34]PTH-(7-34) (bovine);PTH2 receptor;f;;Human;11046116;Antagonist
[His4, Tyr5, Trp6, His7]TIP39 (human);PTH2 receptor;f;;Rat;;Antagonist
[Ile5,Trp23]PTHrP-(5-36);PTH2 receptor;f;;Human;10537121;Antagonist
PTHrP-(1-21)/PTH-(22-34) (human);PTH2 receptor;f;;Human;8702701|11602681;Antagonist
PTHrP-(1-21)/PTH-(22-34) (human);PTH2 receptor;f;;Rat;11602681;Antagonist
PTHrP-(7-34) (human, rat, mouse);PTH2 receptor;f;;Human;11046116;Antagonist
TIP39-(7-39) (human/bovine);PTH2 receptor;f;;Rat;11602681;Antagonist
TIP39-(7-39) (human/bovine);PTH2 receptor;f;;Human;11046116|11602681;Antagonist
TIP39-(7-39) (mouse);PTH2 receptor;f;;Rat;11602681;Antagonist
TIP39-(7-39) (mouse);PTH2 receptor;f;;Human;11602681;Antagonist
forodesine;purine nucleoside phosphorylase;f;;Human;9628722;Inhibition
ANTAQ;Puromycin-sensitive aminopeptidase;f;;Human;12467622;Inhibition
carbenoxolone;Px1;f;;Human;;None
flufenamic acid;Px1;f;;Human;;None
carbenoxolone;Px2;f;;Human;;None
flufenamic acid;Px2;f;;Human;;None
carbenoxolone;Px3;f;;Human;;None
flufenamic acid;Px3;f;;Human;;None
AZD7545;pyruvate dehydrogenase kinase 1;f;;Human;14641019;Inhibition
VER-246608;pyruvate dehydrogenase kinase 1;f;;Human;25404640;Inhibition
AZD7545;pyruvate dehydrogenase kinase 2;f;;Human;14641019;Inhibition
VER-246608;pyruvate dehydrogenase kinase 2;f;;Human;25404640;Inhibition
VER-246608;pyruvate dehydrogenase kinase 3;f;;Human;25404640;Inhibition
VER-246608;pyruvate dehydrogenase kinase 4;f;;Human;25404640;Inhibition
compound 16 [PMID: 31977207];pyruvate kinase M1/2;f;;Human;31977207;Activation
DASA-58;pyruvate kinase M1/2;f;;Human;21958545;Activation
DMAMCL;pyruvate kinase M1/2;f;;Human;29641204;Activation
TEPP-46;pyruvate kinase M1/2;f;;Human;20451379;Activation
mitapivat;pyruvate kinase M1/2;f;;Human;;Activation
compound 1 [PMID: 31465224];pyruvate kinase M1/2;f;;Human;31465224;Inhibition
LV-2172;QRFP receptor;f;;Human;22800498;Agonist
LV-2186;QRFP receptor;f;;Human;30358997;Agonist
[125I]26RFa (human);QRFP receptor;f;;Human;17534937;Agonist
QRFP26;QRFP receptor;t;Mouse;Mouse;12714592;Full agonist
QRFP26;QRFP receptor;t;Rat;Rat;14657341;Full agonist
QRFP26;QRFP receptor;t;Human;Human;12714592|14657341;Full agonist
QRFP43;QRFP receptor;t;Human;Human;16500002|23396314;Full agonist
QRFP43;QRFP receptor;f;Rat;Human;16648250;Full agonist
QRFP43;QRFP receptor;f;Rat;Mouse;16648250;Full agonist
QRFP43;QRFP receptor;f;Human;Mouse;16648250;Full agonist
QRFP43;QRFP receptor;t;Mouse;Mouse;16648250;Full agonist
QRFP43;QRFP receptor;f;Human;Rat;16648250|12960173|14657341;Full agonist
[125I]QRFP43 (human);QRFP receptor;f;;Human;16648250|12960173;Full agonist
[125I]QRFP43 (human);QRFP receptor;f;;Mouse;16648250;Full agonist
compound 25e [PMID: 25875054];QRFP receptor;f;;Human;24937104|25875054;Antagonist
Nexinhib20;RAB27A, member RAS oncogene family;f;;Human;27702998;Inhibition
agerafenib;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;22168626;Inhibition
balamapimod;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;;Inhibition
CCT196969;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;25500121;Inhibition
CCT241161;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;25500121;Inhibition
GW5074;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;15255937;Inhibition
L779450;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;18346893;Inhibition
LXH254;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;31059256;Inhibition
LY3009120;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;26343583;Inhibition
OSI-930;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;16424037;Inhibition
PLX8394;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;26466569;Inhibition
RIPK3 inhibitor 18;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;;Inhibition
SB590885;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;17145850;Inhibition
sorafenib;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;15466206;Inhibition
TAK-632;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;23906342;Inhibition
TAK-632;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;23906342;Inhibition
vemurafenib;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;22808911|26343583;Inhibition
ZM336372;Raf-1 proto-oncogene, serine/threonine kinase;f;;Human;18077363|12534346;Inhibition
CE3F4;Rap guanine nucleotide exchange factor 3;f;;None;;Inhibition
ESI-09;Rap guanine nucleotide exchange factor 3;f;;Human;23066090;Inhibition
ESI-09;Rap guanine nucleotide exchange factor 4;f;;Human;23066090|24256330;Inhibition
HJC 0350;Rap guanine nucleotide exchange factor 4;f;;Human;23286832;Inhibition
7-hydroxycholesterol;RAR-related orphan receptor-α;f;;Human;14622968;Agonist
CD2314;RAR-related orphan receptor-α;f;;Human;19470764;Agonist
cholesterol;RAR-related orphan receptor-α;t;;Human;8858107|12467577;Agonist
cholesterol sulphate;RAR-related orphan receptor-α;f;;Human;12467577|14622968;Agonist
SR1001;RAR-related orphan receptor-α;f;;Human;21499262;Inverse agonist
T0901317;RAR-related orphan receptor-α;f;;Human;19887649;Inverse agonist
CD2314;RAR-related orphan receptor-β;f;;Human;19470764;Agonist
tretinoin;RAR-related orphan receptor-β;t;;Human;12958591;Agonist
all-trans-4-oxo-retinoic acid;RAR-related orphan receptor-β;f;;Human;12958591;Antagonist
all-trans-4-oxo-retinoic acid;RAR-related orphan receptor-β;f;;Human;12958591;Antagonist
ALRT 1550;RAR-related orphan receptor-β;f;;Human;12958591;Antagonist
ALRT 1550;RAR-related orphan receptor-β;f;;Human;12958591;Antagonist
