interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,approved_drug,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
18859,TRPM7,,Trpm7,Q925B3,ENSRNOG00000011596,,,,,,,Rat,spermine,,,,,f,Channel blocker,Inhibition,"Reversible, voltage dependent inhibition in RBL2H3 rats",Non-selective,f,f,,pKi,,,,Ki,,,,=,,,,12149283
18860,TRPM7,,Trpm7,Q923J1,ENSMUSG00000027365,,,,,,,Mouse,sphingosine,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,23145923
18861,TRPM7,,Trpm7,Q923J1,ENSMUSG00000027365,,,,,,,Mouse,waixenicin A,,,,,f,Channel blocker,Inhibition,"Irreversible, [Mg2+]i dependent: IC50=7µM in the absence of free [Mg2+]i), IC50=16µM at 700µM free [Mg2+]i),",Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21926172
18862,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,icilin,,,,,f,Activator,Agonist,,Not Determined,f,f,,pEC50,,,,EC50,,,,=,,,,15190109|14757700
18863,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,CPS125,,,,,f,Activator,Full agonist,,Selective,f,,,pEC50,,,,-,,,,=,"Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK, CHO, and Xenopus oocytes) expressing TRPM8",,,20816009
18864,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,frescolat ML,,,,,f,Activator,Full agonist,,Selective,f,,,pEC50,,,,-,,,,=,"Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK, CHO, and Xenopus oocytes) expressing TRPM8",,,14757700|20816009
18865,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,icilin,,,,,f,Activator,Full agonist,Icilin activation is Ca2+-dependent.,Selective,f,,,pEC50,,,,-,,,,=,"Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK, CHO, and Xenopus oocytes) expressing TRPM8.",,,11882888|11893340|19492038
18866,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,WS-12,,,,,f,Activator,Full agonist,,Selective,f,f,,pEC50,,,,EC50,,,,=,"Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK, CHO, and Xenopus oocytes) expressing TRPM8",,,18930858|20816009
18867,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,WS-5,,,,,f,Activator,Full agonist,,Selective,f,,,pEC50,,,,-,,,,=,"Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK, CHO, and Xenopus oocytes) expressing TRPM8",,,20816009
18868,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,(-)-menthol,,,,,t,Activator,None,inhibited by intracellular Ca2+,Not Determined,f,t,,pEC50,,,,EC50,,,,=,,,,15306801
18869,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,cooling agent 10,,,,,,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18870,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,eucalyptol,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,11882888
18871,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,eucalyptol,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18872,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,frescolat MGA,,,,,,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18873,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,frescolat ML,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18874,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,geraniol,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18875,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,hydroxycitronellal,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18876,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,isopulegol,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18877,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,linalool,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18878,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,(-)-menthol,,,,,t,Activator,Partial agonist,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,15190109|14757700
18879,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,(-)-menthol,,,,,t,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,11882888
18880,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,(+)-menthol,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18881,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,PMD38,,,,,,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18882,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,WS-23,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18883,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,WS-3,,,,,f,Activator,Partial agonist,,,f,,,pEC50,,,,,,,,,,,,14757700
18884,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,cannabigerol,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,-,,,,-,,,,=,Antagonism of icilin-induced elevation of intracellular calcium level in HEK293 cells expressing rat TRPM8.,,,21902175
18885,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,elismetrep,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of menthol-induced intracellular calcium mobilisation using HEK293 cells stably expressing hTRPM8.,,,
18886,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,KPR-5714,,,,,f,Antagonist,Antagonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,32102918
18887,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,2-APB,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,-,,,,=,,,,15194687|21964764
18888,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,BCTC,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,"Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK, CHO, and Xenopus oocytes) expressing TRPM8",,,14757700
18889,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,capsazepine,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,14757700
18890,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,PF-05105679,,,,,f,Channel blocker,Antagonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,25893043
18891,TRPM8,,Trpm8,Q8R4D5,ENSMUSG00000036251,,,,,,,Mouse,thio-BCTC,,,,,f,Channel blocker,Antagonist,,,f,,,pIC50,,,,,,,,,,,,14757700
18892,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,PBMC,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK) expressing TRPM8,,,21984952
18893,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,thio-BCTC,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pIC50,,,,-,,,,=,Whole-cell voltage-clamp recordings or Ca2+-microfluorimetry in heterologous cells (HEK) expressing TRPM8,,,14757700|17135413
18894,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,5-benzyloxytryptamine,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18895,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,ACAA,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18896,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,AMTB,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,18562636
18897,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,anandamide,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18898,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,cannabidiol,,,,,t,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18899,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,clotrimazole,,,,,t,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18900,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,Δ9-tetrahydrocannabinol,,,,,t,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18901,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,La3+,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18902,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,linoleic acid,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18903,TRPM8,,TRPM8,Q7Z2W7,ENSG00000144481,,,,,,,Human,NADA,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18904,TRPM8,,Trpm8,Q8R455,ENSRNOG00000019035,,,,,,,Rat,M8-B,,,,,f,Channel blocker,Pore blocker,"Inhibited activation by cold (IC50 = 7.8nM); icilin (IC50 = 26.9nM), or menthol (IC50 = 64.3nM) in a concentration-dependent manner.",Selective,f,f,,pIC50,,,,IC50,,,,=,,,,22323721
18905,TRPML1,,MCOLN1,Q9GZU1,ENSG00000090674,,,,,,,Human,MK6-83,,,,,f,Activator,Activation,,Not Determined,f,f,,pEC50,,,,EC50,,,,=,,,,25119295
18906,TRPML1,,MCOLN1,Q9GZU1,ENSG00000090674,,,,,,,Human,MK6-83,,,,,f,Activator,Activation,,Not Determined,f,f,,pEC50,,,,-,,,,=,,,,25119295
18907,TRPML1,,MCOLN1,Q9GZU1,ENSG00000090674,,,,,,,Human,ML SA1,,,,,f,Activator,Activation,,Not Determined,f,f,,pEC50,,,,-,,,,=,,,,22415822
18908,TRPML1,,MCOLN1,Q9GZU1,ENSG00000090674,,,,,,,Human,"phosphatidyl (3,5) inositol bisphosphate",,,,,f,Activator,Activation,Also activates other TRPMLs,Non-selective,t,f,,pEC50,,,,EC50,,,,=,,,,20802798
18909,TRPML1,,MCOLN1,Q9GZU1,ENSG00000090674,,,,,,,Human,SF-22,,,,,f,Activator,Activation,,Not Determined,f,f,,pEC50,,,,-,,,,=,,,,25119295
18910,TRPML1,,MCOLN1,Q9GZU1,ENSG00000090674,,,,,,,Human,SF-51,,,,,f,Activator,Activation,,Not Determined,f,f,,pEC50,,,,-,,,,=,,,,22415822
18911,TRPML2,,MCOLN2,Q8IZK6,ENSG00000153898,,,,,,,Human,ML SA1,,,,,f,Activator,Activation,,Not Determined,f,f,10,-,,,,-,,,,=,,,,22415822
18912,TRPML2,,MCOLN2,Q8IZK6,ENSG00000153898,,,,,,,Human,"phosphatidyl (3,5) inositol bisphosphate",,,,,f,Activator,Activation,,Not Determined,f,f,1,-,,,,-,,,,=,,,,20802798
18913,TRPML2,,MCOLN2,Q8IZK6,ENSG00000153898,,,,,,,Human,ML2-SA1,,,,,f,Activator,Agonist,,Selective,f,f,,pEC50,,,,-,,,,=,,,,30479274
18914,TRPML3,,MCOLN3,Q8TDD5,ENSG00000055732,,,,,,,Human,MK6-83,,,,,f,Activator,Activation,,Not Determined,f,f,,-,,,,-,,,,=,Measurement of intracellular calcium levels (fura-2 ratios F340/F380),,,
18915,TRPML3,,MCOLN3,Q8TDD5,ENSG00000055732,,,,,,,Human,ML SA1,,,,,f,Activator,Activation,,Not Determined,f,f,10,-,,,,-,,,,=,,,,22415822
18916,TRPML3,,MCOLN3,Q8TDD5,ENSG00000055732,,,,,,,Human,"phosphatidyl (3,5) inositol bisphosphate",,,,,f,Activator,Activation,,Not Determined,f,f,1,-,,,,-,,,,=,,,,20802798
18917,TRPML3,,MCOLN3,Q8TDD5,ENSG00000055732,,,,,,,Human,SF-11,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,20189104
18918,TRPML3,,MCOLN3,Q8TDD5,ENSG00000055732,,,,,,,Human,SF-21,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,20189104
18919,TRPML3,,MCOLN3,Q8TDD5,ENSG00000055732,,,,,,,Human,SN-1,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,20189104
18920,TRPML3,,MCOLN3,Q8TDD5,ENSG00000055732,,,,,,,Human,SN-2,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,20189104
18921,TRPML3,,Mcoln3,Q8R4F0,ENSMUSG00000036853,,,,,,,Mouse,Gd3+,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,18162548
18922,TRPP1,,PKD2,Q13563,ENSG00000118762,,,,,,,Human,Ca2+,,,,,f,Activator,None,,Not Determined,f,,0.1-1000,pEC50,,,,-,,,,=,,,Intracellular,11854751
18923,TRPP1,,PKD2,Q13563,ENSG00000118762,,,,,,,Human,Cd2+,,,,,,Channel blocker,None,,,f,,100,-,,,,,,,,,,,,16396967
18924,TRPP1,,PKD2,Q13563,ENSG00000118762,,,,,,,Human,Ni2+,,,,,f,Channel blocker,None,,,f,,100,-,,,,,,,,,,,,16396967
18925,TRPP1,,PKD2,Q13563,ENSG00000118762,,,,,,,Human,SKF96365,,,,,f,Channel blocker,None,,,f,,100,-,,,,,,,,,,,,16396967
18926,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,Ca2+,,,,,f,Activator,Agonist,,Not Determined,f,,1,-,,,,-,,,,=,,,Extracellular,10517637
18927,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,Ca2+,,,,,f,Activator,Agonist,,Not Determined,f,,5000,-,,,,-,,,,=,,,Intracellular,10517637
18928,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,citric acid,,,,,f,Activator,Agonist,,,f,,15000-30000,pEC50,,,,,,,,,,,,16891422
18929,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,HCl,,,,,f,Activator,Agonist,,,f,,11000-15000,pEC50,,,,,,,,,,,,16891422
18930,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,malic acid,,,,,f,Activator,Agonist,,,f,,,-,,,,,,,,,,,,16891422
18931,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,amiloride,,,,,t,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
18932,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,benzamil,,,,,f,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
18933,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,ethylisopropylamiloride,,,,,f,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
18934,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,flufenamate,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18935,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,flufenamic acid,,,,,t,Channel blocker,None,,,f,,500,-,,,,,,,,,,,,10517637
18936,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,Gd3+,,,,,f,Channel blocker,None,,Non-selective,f,f,100,-,,,,-,,,,=,,,,10517637
18937,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,La3+,,,,,f,Channel blocker,None,,Non-selective,f,f,100,-,,,,-,,,,=,,,,10517637
18938,TRPP2,,PKD2L1,Q9P0L9,ENSG00000107593,,,,,,,Human,phenamil,,,,,f,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
18939,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,anandamide,,,,,f,Activator,Activation,,Not Determined,t,f,,pEC50,,,,-,,,,=,,,,12761211
18940,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,DkTx,,,,,f,Activator,Activation,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,20510930
18941,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,[3H]resiniferatoxin,,,,,f,Activator,Activation,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18942,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,12S-HPETE,,,,,f,Activator,Agonist,,Not Determined,t,f,,pEC50,,,,EC50,,,,=,,,,10823958
18943,TRPV1,,Trpv1,Q704Y3,ENSMUSG00000005952,,,,,,,Mouse,2-APB,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,15194687
18944,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,5S-HPETE,,,,,f,Activator,Agonist,,,t,,,pEC50,,,,,,,,,,,,10823958
18945,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,allicin,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,15916949
18946,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,anandamide,,,,,f,Activator,Agonist,,Not Determined,t,f,,pEC50,,,,-,,,,=,,,,10694225
18947,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,anandamide,,,,,f,Activator,Agonist,,,t,,,pEC50,,,,,,,,,,,,10440374
18948,TRPV1,,Trpv1,Q704Y3,ENSMUSG00000005952,,,,,,,Mouse,arvanil,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,15489017
18949,TRPV1,,Trpv1,Q704Y3,ENSMUSG00000005952,,,,,,,Mouse,capsaicin,,,,,t,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,15489017
18950,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,capsaicin,,,,,t,Activator,Agonist,,Non-selective,f,t,,pEC50,,,,EC50,,,,=,,,,15306801
18951,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,capsaicin,,,,,t,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,9349813
18952,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,LTB4,,,,,f,Activator,Agonist,,Not Determined,t,f,,pEC50,,,,EC50,,,,=,,,,10823958
18953,TRPV1,,Trpv1,Q704Y3,ENSMUSG00000005952,,,,,,,Mouse,olvanil,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,15489017
18954,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,olvanil,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,10864900
18955,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,olvanil,,,,,f,Activator,Agonist,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,11301059
18956,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,piperine,,,,,f,Activator,Agonist,,Not Determined,f,f,,pEC50,,,,-,,,,=,,,,15685214
18957,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,PPAHV,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,11226139
18958,TRPV1,,Trpv1,Q704Y3,ENSMUSG00000005952,,,,,,,Mouse,resiniferatoxin,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,15489017
18959,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,resiniferatoxin,,,,,f,Activator,Agonist,,,f,,,pEC50,,,,,,,,,,,,9349813
18960,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,resiniferatoxin,,,,,f,Activator,Agonist,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,,,,11301059
18961,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,vanillotoxin-1,,,,,f,Activator,Agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,17093448
18962,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,vanillotoxin-2,,,,,f,Activator,Agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,17093448
18963,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,vanillotoxin-3,,,,,f,Activator,Agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,17093448
18964,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,5S-HETE,,,,,f,Activator,None,,Non-selective,t,f,,-,,,,-,,,,=,,,,
18965,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,camphor,,,,,f,Activator,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18966,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,diphenylboronic anhydride,,,,,f,Activator,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18967,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,H+,,,,,f,Activator,None,at 37°C,Non-selective,t,f,,pEC50,,,,EC50,,,,=,,,extracellular,
18968,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,phenylacetylrinvanil,,,,,f,Activator,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,15356216
18969,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,asivatrep,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Antagonism of capsaicin-induced calcium influx in isolated primary rat spinal dorsal root ganglia cells.,,,
18970,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,BCTC,,,,,f,Channel blocker,Antagonist,,,f,,,pIC50,,,,,,,,,,,,12721338
18971,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,BCTC,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,24055075
18972,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,capsazepine,,,,,f,Channel blocker,Antagonist,,,f,,,pIC50,,,,,,,,,,,,11226139
18973,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,capsazepine,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,11226139
18974,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,JNJ17203212,,,,,f,Channel blocker,Antagonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,15771431
18975,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,JYL1421,,,,,f,Channel blocker,Antagonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,12237342
18976,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,ruthenium red,,,,,f,Channel blocker,Antagonist,,,f,,,pIC50,,,,,,,,,,,,11226139
18977,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,ruthenium red,,,,,f,Channel blocker,Antagonist,,,f,,,pIC50,,,,,,,,,,,,11226139
18978,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,SB452533,,,,,f,Channel blocker,Antagonist,,Selective,f,f,,pKB,,,,-,,,,=,,,,
18979,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,SB705498,,,,,f,Channel blocker,Antagonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,17392405
18980,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,[125I]resiniferatoxin,,,,,f,Channel blocker,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,11125018
18981,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,agatoxin 489,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pKi,,,,-,,,,=,,,,16300403
18982,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,AMG 9810,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,,pIC50,,,,-,,,,=,,,,15615864
18983,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,2-APB,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18984,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,5'-iodoresiniferatoxin,,,,,f,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
18985,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,6-iodo-nordihydrocapsaicin,,,,,,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
18986,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,A425619,,,,,f,Channel blocker,None,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,15837819
18987,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,A778317,,,,,f,Channel blocker,None,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,17660385
18988,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,allicin,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18989,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,AMG517,,,,,f,Channel blocker,None,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,20307063
18990,TRPV1,,Trpv1,O35433,ENSRNOG00000019486,,,,,,,Rat,AMG628,,,,,f,Channel blocker,None,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,17585751
