,receptor,family,gene
875,Pendrin,Chloride/bicarbonate exchangers,['Prestin']
876,PAT-1,Chloride/bicarbonate exchangers,['Prestin']
877,CHT,Choline transporter,"['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
878,Glucose transporter  5,Class II transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG10960', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG33281', 'CG33282']"
879,Glucose transporter  7,Class II transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
880,Glucose transporter  9,Class II transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
881,Glucose transporter  6,Class II transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
882,Glucose transporter  8,Class II transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG10960', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG33281', 'CG33282']"
883,Glucose transporter  10,Class II transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
884,Glucose transporter  12,Class II transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
885,Glucose transporter  1,Class I transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
886,Glucose transporter  2,Class I transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
887,Glucose transporter  3,Class I transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG10960', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG33281', 'CG33282', 'Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG10960', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG33281', 'CG33282']"
888,Glucose transporter  4,Class I transporters,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG14160', 'CG10960', 'CG1208', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG32053', 'CG32054', 'CG33281', 'CG33282', 'CG42825', 'CG42826']"
889,ATP7B,Cu+-ATPases,['ATP7']
890,F-type ATPase α subunit,F-type ATPase,['blw']
891,F-type ATPase β subunit,F-type ATPase,['ATPsynbetaL']
892,F-type ATPase γ subunit,F-type ATPase,['bip2']
893,F-type ATPase δ subunit,F-type ATPase,['ATPsyndelta']
894,F-type ATPase A subunit,F-type ATPase,['mt:ATPase6']
895,F-type ATPase B subunit,F-type ATPase,"['ATPsynB', 'ATPsynB']"
896,F-type ATPase D subunit,F-type ATPase,"['ATPsynD', 'knon']"
897,F-type ATPase F2 subunit,F-type ATPase,['ATPsynF']
898,F-type ATPase F6 subunit,F-type ATPase,"['ATPsynCF6', 'ATPsynCF6L']"
899,Sodium/glucose cotransporter 1,Hexose transporter family,"['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
900,Sodium/glucose cotransporter 2,Hexose transporter family,"['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'ChT', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
901,Low affinity sodium-glucose cotransporter,Hexose transporter family,"['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'ChT', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
902,Sodium/glucose cotransporter 4,Hexose transporter family,"['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'ChT', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
903,Sodium/glucose cotransporter 5,Hexose transporter family,"['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'ChT', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
904,mitochondrial carrier 1,Miscellaneous SLC25 mitochondrial transporters,"['Mtch', 'CG10920']"
905,mitochondrial carrier 2,Miscellaneous SLC25 mitochondrial transporters,"['Mtch', 'CG10920']"
906,SLC25A46,Miscellaneous SLC25 mitochondrial transporters,"['Slc25A46a', 'Slc25A46b']"
907,AGC1,Mitochondrial amino acid transporter subfamily,['aralar1']
908,ORNT3,Mitochondrial amino acid transporter subfamily,['CG4995']
909,SLC25A44,Mitochondrial amino acid transporter subfamily,['CG5805']
910,Mitochondrial dicarboxylate transporter,Mitochondrial di- and tri-carboxylic acid transporter subfamily,"['Dic1', 'Dic3', 'CG6893', 'Dic4', 'Dic2']"
911,Mitochondrial oxoglutarate carrier,Mitochondrial di- and tri-carboxylic acid transporter subfamily,"['CG7514', 'CG18418', 'CG1907']"
912,Mitochondrial oxodicarboxylate carrier,Mitochondrial di- and tri-carboxylic acid transporter subfamily,"['CG9582', 'CG5254']"
913,SLC25A34,Mitochondrial di- and tri-carboxylic acid transporter subfamily,"['CG8323', 'CG18327', 'CG18324']"
914,Mitochondrial adenine nucleotide translocator 4,Mitochondrial nucleotide transporter subfamily,"['sesB', 'Ant2']"
915,Graves disease carrier,Mitochondrial nucleotide transporter subfamily,"['CG6701', 'CG6967']"
916,Deoxynucleotide carrier 1,Mitochondrial nucleotide transporter subfamily,"['Tpc2', 'Tpc1']"
917,S-Adenosylmethionine carrier,Mitochondrial nucleotide transporter subfamily,['CG4743']
918,SLC25A42,Mitochondrial nucleotide transporter subfamily,['DPCoAC']
919,MFT,Mitochondrial nucleotide transporter subfamily,['CG8026']
920,Mitochondrial phosphate carrier,Mitochondrial phosphate transporters,"['Mpcp2', 'Mpcp1']"
921,Uncoupling protein 4,Mitochondrial uncoupling proteins,"['Ucp4A', 'Ucp4C', 'Ucp4B']"
922,sodium/potassium-transporting ATPase subunit α-1,Na+/K+-ATPases,['JYalpha']
923,sodium/potassium-transporting ATPase subunit β-1,Na+/K+-ATPases,"['CG5250', 'CG33310']"
924,Probable sodium-coupled neutral amino acid transporter 6,Orphan SLC38 transporters,"['CG16700', 'CG4991', 'polyph', 'CG1139', 'CG7888', 'CG32079', 'CG32081']"
925,Putative sodium-coupled neutral amino acid transporter 7,Orphan SLC38 transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
926,Putative sodium-coupled neutral amino acid transporter 8,Orphan SLC38 transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
927,Putative sodium-coupled neutral amino acid transporter 9,Orphan SLC38 transporters,"['CG16700', 'CG4991', 'polyph', 'CG1139', 'CG7888', 'CG32079', 'CG32081']"
928,Putative sodium-coupled neutral amino acid transporter 10,Orphan SLC38 transporters,['CG30394']
929,Putative sodium-coupled neutral amino acid transporter 11,Orphan SLC38 transporters,['CG13743']
930,Prestin,Other SLC26 anion exchangers,['Prestin']
931,KBAT,Other SLC26 anion exchangers,"['Esp', 'CG5002', 'CG6928', 'CG6125', 'CG5404', 'CG7912', 'CG9702', 'CG9717']"
932,Phospholipid-transporting ATPase IC,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
933,Phospholipid-transporting ATPase ID,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
934,Phospholipid-transporting ATPase IK,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
935,Probable phospholipid-transporting ATPase IIA,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
936,Probable phospholipid-transporting ATPase VB,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
937,Probable phospholipid-transporting ATPase VD,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
938,Probable phospholipid-transporting ATPase IH,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
939,Phospholipid-transporting ATPase IG,Phospholipid-transporting ATPases,"['CG9981', 'CG4301']"
940,Proton myo-inositol cotransporter,Proton-coupled inositol transporter,"['Glut3', 'sut4', 'sut3', 'sut2', 'sut1', 'CG4607', 'CG15406', 'CG8837', 'CG3285', 'CG15408', 'CG7882', 'Tret1-2', 'CG8249', 'CG6484', 'CG10960', 'CG14606', 'CG14605', 'CG6901', 'CG17929', 'CG17930', 'Tret1-1', 'CG33281', 'CG33282']"
941,Sialin,Sialic acid transporter,"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
942,Sodium/bile acid and sulphated solute cotransporter 3,SLC10 family of sodium-bile acid co-transporters,"['CG11655', 'CG9903']"
943,Sodium/bile acid and sulphated solute cotransporter 5,SLC10 family of sodium-bile acid co-transporters,"['CG11655', 'CG9903']"
944,Kidney-specific Na-K-Cl symporter,SLC12 family of cation-coupled chloride transporters,"['CG10413', 'Ncc69', 'kcc']"
945,Basolateral Na-K-Cl symporter,SLC12 family of cation-coupled chloride transporters,"['CG10413', 'Ncc69', 'kcc']"
946,Na-Cl symporter,SLC12 family of cation-coupled chloride transporters,"['CG10413', 'Ncc69', 'kcc']"
947,K-Cl cotransporter 1,SLC12 family of cation-coupled chloride transporters,"['CG10413', 'Ncc69', 'kcc']"
948,K-Cl cotransporter 2,SLC12 family of cation-coupled chloride transporters,"['CG10413', 'Ncc69', 'kcc']"
949,K-Cl cotransporter 3,SLC12 family of cation-coupled chloride transporters,"['CG10413', 'Ncc69', 'kcc']"
950,K-Cl cotransporter 4,SLC12 family of cation-coupled chloride transporters,"['CG10413', 'Ncc69', 'kcc']"
951,Cation-chloride cotransporter 9,SLC12 family of cation-coupled chloride transporters,['CG12773']
952,Cation-chloride cotransporter 6,SLC12 family of cation-coupled chloride transporters,['CG10413']
953,Na+/dicarboxylate cotransporter 3,SLC13 family of sodium-dependent sulphate/carboxylate transporters,"['CG7309', 'Indy', 'CG33934', 'Indy-2']"
954,Peptide transporter 3,SLC15 family of peptide transporters,"['CG2930', 'CG9444', 'yin']"
955,Monocarboxylate transporter 1,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
956,Monocarboxylate transporter 2,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
957,Monocarboxylate transporter 3,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
958,Monocarboxylate transporter 4,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
959,Monocarboxylate transporter 5,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
960,Monocarboxylate transporter 6,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
961,Monocarboxylate transporter 7,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
962,Monocarboxylate transporter 8,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
963,Monocarboxylate transporter 10,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
964,Monocarboxylate transporter 11,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
965,Monocarboxylate transporter 12,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
966,Monocarboxylate transporter 13,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
967,Monocarboxylate transporter 14,SLC16 family of monocarboxylate transporters,"['Mct1', 'CG14196', 'CG8051', 'Sln', 'CG8468', 'CG12866', 'CG13907', 'out']"
968,Vesicular monoamine transporter 1,SLC18 family of vesicular amine transporters,['Vmat']
969,Vesicular acetylcholine transporter,SLC18 family of vesicular amine transporters,['VAChT']
970,Reduced folate transporter 1,SLC19 family of vitamin transporters,"['CG17036', 'CG14694', 'CG6574']"
971,Thiamine transporter 1,SLC19 family of vitamin transporters,"['CG17036', 'CG14694', 'CG6574']"
972,Thiamine transporter 2,SLC19 family of vitamin transporters,"['CG17036', 'CG14694', 'CG6574']"
973,Sodium-dependent phosphate transporter 1,SLC20 family of sodium-dependent phosphate transporters,['NaPi-III']
974,Sodium-dependent phosphate transporter 2,SLC20 family of sodium-dependent phosphate transporters,['NaPi-III']
975,Sodium-dependent vitamin C transporter 3,SLC23 family of ascorbic acid transporters,['CG6293']
976,Sodium/potassium/calcium exchanger 1,SLC24 family of sodium/potassium/calcium exchangers,['Nckx30C']
977,Sodium/potassium/calcium exchanger 2,SLC24 family of sodium/potassium/calcium exchangers,['Nckx30C']
978,Sodium/potassium/calcium exchanger 3,SLC24 family of sodium/potassium/calcium exchangers,"['CG17167', 'CG12061', 'zyd']"
979,Sodium/potassium/calcium exchanger 4,SLC24 family of sodium/potassium/calcium exchangers,"['CG17167', 'CG12061', 'zyd']"
980,Sodium/potassium/calcium exchanger 5,SLC24 family of sodium/potassium/calcium exchangers,['CG1090']
981,Sodium/potassium/calcium exchanger 6,SLC24 family of sodium/potassium/calcium exchangers,"['CG12376', 'CG14744', 'CG14743', 'CG13223', 'CG5348']"
982,Fatty acid transport protein 1,SLC27 family of fatty acid transporters,"['bgm', 'pdgy', 'CG8834', 'CG17999', 'CG9993', 'Fatp3', 'CG4563', 'CG5568', 'CG18586', 'CG4830', 'CG6300', 'CG11659', 'CG11391', 'CG11407', 'CG11453', 'Fatp2', 'Fatp1', 'hll']"
983,Fatty acid transport protein 2,SLC27 family of fatty acid transporters,"['bgm', 'pdgy', 'CG8834', 'CG17999', 'CG9993', 'Fatp3', 'CG4563', 'CG5568', 'CG18586', 'CG4830', 'CG6300', 'CG11659', 'CG11391', 'CG11407', 'CG11453', 'Acsl', 'Fatp2', 'Fatp1', 'hll']"
984,Fatty acid transport protein 3,SLC27 family of fatty acid transporters,"['bgm', 'pdgy', 'CG8834', 'CG17999', 'CG9993', 'Fatp3', 'CG4563', 'CG5568', 'CG18586', 'CG4830', 'CG6300', 'CG11659', 'CG11391', 'CG11407', 'CG11453', 'Fatp2', 'Fatp1', 'hll']"
985,Fatty acid transport protein 4,SLC27 family of fatty acid transporters,"['bgm', 'pdgy', 'CG8834', 'CG17999', 'CG9993', 'Fatp3', 'CG4563', 'CG5568', 'CG18586', 'CG4830', 'CG6300', 'CG11659', 'CG11391', 'CG11407', 'CG11453', 'Fatp2', 'Fatp1', 'hll']"
986,Fatty acid transport protein 5,SLC27 family of fatty acid transporters,"['bgm', 'pdgy', 'CG8834', 'CG17999', 'CG9993', 'Fatp3', 'CG4563', 'CG5568', 'CG18586', 'CG4830', 'CG6300', 'CG11659', 'CG11391', 'CG11407', 'CG11453', 'Acsl', 'Fatp2', 'Fatp1', 'hll']"
987,Fatty acid transport protein 6,SLC27 family of fatty acid transporters,"['bgm', 'pdgy', 'CG8834', 'CG17999', 'CG9993', 'Fatp3', 'CG4563', 'CG5568', 'CG18586', 'CG4830', 'CG6300', 'CG11659', 'CG11391', 'CG11407', 'CG11453', 'Fatp2', 'Fatp1', 'hll']"
988,Sodium/nucleoside cotransporter 1,SLC28 family,"['CNT2', 'CNT1']"
989,Sodium/nucleoside cotransporter 2,SLC28 family,"['CNT2', 'CNT1']"
990,Solute carrier family 28 member 3,SLC28 family,"['CNT2', 'CNT1']"
991,Equilibrative nucleoside transporter 1,SLC29 family,['Ent2']
992,Equilibrative nucleoside transporter 2,SLC29 family,"['Ent2', 'Ent2']"
993,Equilibrative nucleoside transporter 3,SLC29 family,['Ent2']
994,Plasma membrane monoamine transporter,SLC29 family,['Ent3']
995,Zinc transporter 3,SLC30 zinc transporter family,"['ZnT63C', 'ZnT77C']"
996,Zinc transporter 4,SLC30 zinc transporter family,['ZnT41F']
997,Zinc transporter 7,SLC30 zinc transporter family,['ZnT86D']
998,Zinc transporter 8,SLC30 zinc transporter family,['ZnT63C']
999,Zinc transporter 9,SLC30 zinc transporter family,['ZnT49B']
1000,Zinc transporter 10,SLC30 zinc transporter family,['ZnT63C']
1001,Copper transporter 2,SLC31 family of copper transporters,"['Ctr1C', 'Ctr1B', 'Ctr1A']"
1002,Vesicular inhibitory amino acid transporter,SLC32 vesicular inhibitory amino acid transporter,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1003,AcetylCoA transporter,SLC33 acetylCoA transporter,['CG9706']
1004,UDP-galactose transporter,SLC35 family of nucleotide sugar transporters,['Ugalt']
1005,FLJ11130,SLC35 family of nucleotide sugar transporters,['senju']
1006,UGTREL1,SLC35 family of nucleotide sugar transporters,['meigo']
1007,PAPS transporter 1,SLC35 family of nucleotide sugar transporters,['sll']
1008,PAPS transporter 2,SLC35 family of nucleotide sugar transporters,['Papst2']
1009,YEA,SLC35 family of nucleotide sugar transporters,['CG14511']
1010,GDP-Fucose transporter,SLC35 family of nucleotide sugar transporters,['nac']
1011,OVCOV1,SLC35 family of nucleotide sugar transporters,['CG14971']
1012,HFRC1,SLC35 family of nucleotide sugar transporters,['frc']
1013,solute carrier family 35 member E1,SLC35 family of nucleotide sugar transporters,['CG14621']
1014,solute carrier family 35 member E4,SLC35 family of nucleotide sugar transporters,['frc']
1015,solute carrier family 35 member F4,SLC35 family of nucleotide sugar transporters,['CG42322']
1016,solute carrier family 35 member F5,SLC35 family of nucleotide sugar transporters,['CG8195']
1017,solute carrier family 35 member F6,SLC35 family of nucleotide sugar transporters,['Tango9']
1018,solute carrier family 35 member G1,SLC35 family of nucleotide sugar transporters,['CG5281']
1019,Proton-coupled Amino acid Transporter 1,SLC36 family of proton-coupled amino acid transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1020,Proton-coupled Amino acid Transporter 2,SLC36 family of proton-coupled amino acid transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1021,Proton-coupled Amino acid Transporter 3,SLC36 family of proton-coupled amino acid transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1022,Proton-coupled Amino acid Transporter 4,SLC36 family of proton-coupled amino acid transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1023,Glycerol-3-phosphate transporter,SLC37 family of phosphosugar/phosphate exchangers,"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
1024,Sugar phosphate exchanger 2,SLC37 family of phosphosugar/phosphate exchangers,"['dmGlut', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'MFS16']"
1025,Sugar phosphate exchanger 3,SLC37 family of phosphosugar/phosphate exchangers,"['dmGlut', 'Picot', 'CG9254', 'CG6978', 'VGlut']"
1026,Glucose-6-phosphate transporter,SLC37 family of phosphosugar/phosphate exchangers,"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
1027,Zinc transporter 3,SLC39 family of metal ion transporters,['Zip42C.1']
1028,Zinc transporter 5,SLC39 family of metal ion transporters,['Zip71B']
1029,Zinc transporter 7,SLC39 family of metal ion transporters,['Catsup']
1030,Zinc transporter 9,SLC39 family of metal ion transporters,['Zip102B']
1031,Zinc transporter 10,SLC39 family of metal ion transporters,['foi']
1032,Zinc transporter 11,SLC39 family of metal ion transporters,['Zip48C']
1033,Zinc transporter 13,SLC39 family of metal ion transporters,['Zip99C']
1034,rBAT,SLC3 family,"['Mal-A2', 'Mal-A3', 'Mal-B1', 'Mal-B2', 'Mal-A4', 'Mal-A7', 'Mal-A8', 'Mal-A6']"
1035,4F2hc,SLC3 family,"['Mal-A2', 'Mal-A3', 'Mal-B1', 'Mal-B2', 'Mal-A4', 'Mal-A7', 'Mal-A8', 'Mal-A6']"
1036,Solute carrier family 41 member 1,SLC41 family of divalent cation transporters,['CG33181']
1037,Solute carrier family 41 member 2,SLC41 family of divalent cation transporters,['CG33181']
1038,Solute carrier family 41 member 3,SLC41 family of divalent cation transporters,['CG33181']
1039,Ammonium transporter Rh type A,SLC42 family of Rhesus glycoprotein ammonium transporters,['Rh50']
1040,Ammonium transporter Rh type B,SLC42 family of Rhesus glycoprotein ammonium transporters,['Rh50']
1041,Ammonium transporter Rh type C,SLC42 family of Rhesus glycoprotein ammonium transporters,['Rh50']
1042,Choline transporter-like 3,SLC44 choline transporter-like family,"['Ctl1', 'Ctl2']"
1043,Proton-associated sugar transporter A,SLC45 family of putative sugar transporters,"['Slc45-1', 'CG45782']"
1044,Membrane-associated transporter protein,SLC45 family of putative sugar transporters,"['Slc45-1', 'CG45782']"
1045,Solute carrier family 45 member 3,SLC45 family of putative sugar transporters,"['Slc45-1', 'CG45782']"
1046,Solute carrier family 45 member 4,SLC45 family of putative sugar transporters,"['Slc45-1', 'CG45782']"
1047,Proton-coupled folate transporter,SLC46 family of folate transporters,"['CG15890', 'CG8008', 'CG8046', 'CG15553', 'CG30344', 'CG30345', 'CG31321', 'CG42514']"
1048,Thymic stromal co-transporter,SLC46 family of folate transporters,"['CG15890', 'CG8008', 'CG8046', 'CG15553', 'CG30344', 'CG30345', 'CG31321', 'CG42514']"
1049,SLC46A3,SLC46 family of folate transporters,"['CG15890', 'CG8008', 'CG8046', 'CG15553', 'CG30344', 'CG30345', 'CG31321', 'CG42514']"
1050,"Feline leukemia virus subgroup C cellular receptor family, member 2",SLC49 family of FLVCR-related heme transporters,['CG1358']
1051,SLC50 sugar exporter,SLC50 sugar transporter,"['slv', 'CG7272']"
1052,Organic solute transporter subunit α,SLC51 family of steroid-derived molecule transporters,['CG12004']
1053,solute carrier family 52 member 2,SLC52 family of riboflavin transporters,['Rift']
1054,solute carrier family 52 member 3,SLC52 family of riboflavin transporters,['Rift']
1055,mitochondrial pyruvate carrier 1,SLC54 Mitochondrial pyruvate carriers,['Mpc1']
1056,mitochondrial pyruvate carrier 2,SLC54 Mitochondrial pyruvate carriers,"['CG9396', 'CG9399', 'CG32832']"
1057,LETM1 domain containing 1,SLC55 Mitochondrial cation/proton exchangers,['CG5989']
1058,sideroflexin 1,SLC56 Sideroflexins,['Sfxn1-3']
1059,sideroflexin 2,SLC56 Sideroflexins,"['Sfxn2', 'Sfxn2']"
1060,sideroflexin 3,SLC56 Sideroflexins,['Sfxn1-3']
1061,NIPA like domain containing 1,SLC57 NiPA-like magnesium transporter family,['spict']
1062,NIPA like domain containing 3,SLC57 NiPA-like magnesium transporter family,['spict']
1063,NIPA like domain containing 4,SLC57 NiPA-like magnesium transporter family,['spict']
1064,magnesium transporter 1,SLC58 MagT-like magnesium transporter family,['Ostgamma']
1065,tumor suppressor candidate 3,SLC58 MagT-like magnesium transporter family,['Ostgamma']
1066,sphingolipid transporter 1 (putative),SLC63 Sphingosine phosphate transporters,['spin']
1067,sphingolipid transporter 2,SLC63 Sphingosine phosphate transporters,['spin']
1068,sphingolipid transporter 3 (putative),SLC63 Sphingosine phosphate transporters,['spin']
1069,transmembrane protein 165,SLC64 Golgi Ca2+/H+ exchangers,['CG42542']
1070,NPC intracellular cholesterol transporter 1,SLC65 NPC-type cholesterol transporters,['Npc1a']
1071,NPC1 like intracellular cholesterol transporter 1,SLC65 NPC-type cholesterol transporters,['Ptr']
1072,High affinity cationic amino acid transporter 1,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
